"","userId","movieId","rating"
"270",6,"1214",5
"271",6,"1221",3.5
"272",6,"1222",5
"273",6,"1240",5
"274",6,"1258",4
"275",6,"1291",4
"276",6,"1320",4.5
"277",6,"1370",4
"278",6,"1391",5
"279",6,"1407",5
"280",6,"1517",4.5
"281",6,"1527",4
"282",6,"1580",4
"283",6,"1610",4.5
"284",6,"1676",5
"285",6,"1722",4
"286",6,"1732",3.5
"287",6,"1954",0.5
"288",6,"2028",5
"289",6,"2115",4.5
"290",6,"2167",5
"291",6,"2329",5
"292",6,"2353",4
"293",6,"2470",3
"294",6,"2571",5
"295",6,"2617",2.5
"296",6,"2628",2.5
"297",6,"2683",5
"298",6,"2692",4
"299",6,"2699",1.5
"300",6,"2700",5
"301",6,"2701",3
"302",6,"2710",3
"303",6,"2712",1.5
"304",6,"2890",4
"305",6,"2916",3
"306",6,"2959",5
"307",6,"3033",4
"308",6,"3052",4.5
"309",6,"3081",4
"310",6,"3176",4
"311",6,"3253",3.5
"312",6,"3527",3
"313",6,"3623",2.5
"314",6,"3793",4
"315",6,"3977",3.5
"316",6,"3994",3.5
"317",6,"4011",5
"318",6,"4306",3
"319",6,"4370",2.5
"320",6,"4878",4
"321",6,"4963",4.5
"322",6,"4993",3
"323",6,"5349",3
"324",6,"5378",2.5
"325",6,"5418",4
"326",6,"5669",4
"327",6,"5952",3
"328",6,"6333",4.5
"329",6,"6365",3
"330",6,"6502",2.5
"331",6,"6539",2.5
"332",6,"6874",2.5
"333",6,"6934",3
"334",6,"7153",3
"335",6,"7438",2.5
"336",6,"8636",2
"337",6,"8874",2
"338",6,"32587",5
"339",6,"33493",3
"340",6,"33794",3.5
"341",6,"44191",4
"342",6,"48394",2
"343",6,"48774",2.5
"344",6,"58559",5
"345",6,"59315",2
"346",6,"68157",2
"347",6,"69122",3.5
"348",6,"79132",2
"349",7,"1",5
"350",7,"3",4
"351",7,"5",3
"352",7,"25",5
"353",7,"32",3
"354",7,"36",5
"355",7,"62",4
"356",7,"95",3
"357",7,"104",3
"358",7,"141",3
"359",7,"260",4
"360",7,"648",5
"361",7,"724",3
"362",7,"733",3
"363",7,"736",3
"364",7,"778",4
"365",7,"780",4
"366",7,"783",5
"367",7,"785",2
"368",7,"786",3
"369",7,"788",5
"370",7,"802",4
"371",7,"805",4
"372",7,"832",3
"373",7,"1047",4
"374",7,"1073",5
"375",7,"1183",1
"376",7,"1210",5
"377",7,"1358",5
"378",7,"1393",5
"379",7,"1407",5
"380",8,"3",3
"381",8,"6",4
"382",8,"10",3
"383",8,"16",4
"384",8,"19",2
"385",8,"21",3
"386",8,"25",4
"387",8,"32",3
"388",8,"47",3
"389",8,"50",2
"390",8,"95",3
"391",8,"110",3
"392",8,"150",4
"393",8,"153",3
"394",8,"161",4
"395",8,"163",3
"396",8,"165",3
"397",8,"172",3
"398",8,"173",2
"399",8,"185",2
"400",8,"223",4
"401",8,"231",4
"402",8,"235",4
"403",8,"253",3
"404",8,"260",4
"405",8,"288",4
"406",8,"293",4
"407",8,"296",5
"408",8,"300",3
"409",8,"316",3
"410",8,"318",3
"411",8,"329",1
"412",8,"337",2
"413",8,"344",2
"414",8,"349",3
"415",8,"350",2
"416",8,"353",3
"417",8,"355",2
"418",8,"356",3
"419",8,"357",3
"420",8,"367",3
"421",8,"368",3
"422",8,"370",2
"423",8,"377",3
"424",8,"380",3
"425",8,"410",2
"426",8,"432",2
"427",8,"434",3
"428",8,"440",2
"429",8,"442",3
"430",8,"454",2
"431",8,"457",3
"432",8,"466",2
"433",8,"474",3
"434",8,"480",3
"435",8,"485",3
"436",8,"494",3
"437",8,"497",4
"438",8,"500",3
"439",8,"508",3
"440",8,"509",1
"441",8,"527",3
"442",8,"539",2
"443",8,"543",2
"444",8,"555",4
"445",8,"586",2
"446",8,"587",2
"447",8,"589",4
"448",8,"590",3
"449",8,"592",3
"450",8,"593",3
"451",8,"597",1
"452",8,"648",3
"453",8,"733",3
"454",8,"784",3
"455",9,"1",4
"456",9,"10",3
"457",9,"17",3
"458",9,"19",3
"459",9,"34",3
"460",9,"48",2
"461",9,"111",4
"462",9,"150",4
"463",9,"153",3
"464",9,"165",3
"465",9,"260",5
"466",9,"265",4
"467",9,"292",4
"468",9,"316",4
"469",9,"317",2
"470",9,"329",5
"471",9,"344",3
"472",9,"349",4
"473",9,"350",3
"474",9,"357",2
"475",9,"364",3
"476",9,"367",3
"477",9,"368",3
"478",9,"370",3
"479",9,"377",3
"480",9,"410",3
"481",9,"420",2
"482",9,"434",3
"483",9,"454",3
"484",9,"480",4
"485",9,"500",3
"486",9,"539",3
"487",9,"541",4
"488",9,"552",3
"489",9,"586",3
"490",9,"587",5
"491",9,"588",4
"492",9,"589",3
"493",9,"590",3
"494",9,"592",3
"495",9,"593",5
"496",9,"594",4
"497",9,"596",3
"498",9,"597",4
"499",9,"661",3
"500",9,"745",5
"501",9,"750",3
"502",9,"788",2
"503",9,"805",3
"504",9,"903",3
"505",9,"904",4
"506",9,"908",4
"507",9,"912",3
"508",9,"919",5
"509",9,"924",5
"510",9,"969",3
"511",9,"1028",4
"512",9,"1035",3
"513",9,"1036",3
"514",9,"1073",3
"515",9,"1079",4
"516",9,"1080",3
"517",9,"1097",3
"518",9,"1127",4
"519",9,"1136",4
"520",9,"1148",5
"521",9,"1193",5
"522",9,"1196",5
"523",9,"1198",4
"524",9,"1199",3
"525",9,"1200",4
"526",9,"1206",3
"527",9,"1210",4
"528",9,"1214",4
"529",9,"1219",3
"530",9,"1220",3
"531",9,"1240",4
"532",9,"1278",4
"533",9,"1282",5
"534",9,"1291",4
"535",9,"1356",5
"536",9,"1374",4
"537",9,"5060",5
"538",10,"50",5
"539",10,"235",5
"540",10,"293",5
"541",10,"296",5
"542",10,"541",5
"543",10,"1136",4
"544",10,"1199",5
"545",10,"1206",5
"546",10,"1258",5
"547",10,"2174",5
"548",10,"2395",5
"549",10,"2762",4.5
"550",10,"2959",4
"551",10,"3949",5
"552",10,"3994",5
"553",10,"4979",5
"554",10,"6874",3.5
"555",10,"8874",5
"556",10,"48394",5
"557",10,"49272",5
"558",10,"60069",5
"559",10,"68954",5
"560",11,"2",3
"561",11,"19",3
"562",11,"32",5
"563",11,"47",5
"564",11,"50",4
"565",11,"95",5
"566",11,"141",4
"567",11,"160",5
"568",11,"161",5
"569",11,"165",4
"570",11,"172",4
"571",11,"173",5
"572",11,"196",5
"573",11,"208",5
"574",11,"231",2
"575",11,"235",3
"576",11,"253",5
"577",11,"266",4
"578",11,"292",4
"579",11,"296",3
"580",11,"316",5
"581",11,"317",3
"582",11,"329",4
"583",11,"344",1
"584",11,"349",5
"585",11,"350",4
"586",11,"353",4
"587",11,"356",3
"588",11,"357",3
"589",11,"364",2
"590",11,"367",4
"591",11,"370",5
"592",11,"377",4
"593",11,"380",4
"594",11,"410",3
"595",11,"420",4
"596",11,"432",4
"597",11,"434",5
"598",11,"435",4
"599",11,"440",3
"600",11,"442",5
"601",11,"454",3
"602",11,"457",4
"603",11,"474",4
"604",11,"480",4
"605",11,"494",5
"606",11,"500",4
"607",11,"520",3
"608",11,"527",5
"609",11,"539",3
"610",11,"586",4
"611",11,"587",4
"612",11,"589",4
"613",11,"592",3
"614",11,"593",5
"615",11,"597",5
"616",11,"648",5
"617",11,"653",4
"618",11,"780",5
"619",11,"786",4
"620",12,"1",5
"621",12,"19",5
"622",12,"110",1.5
"623",12,"150",4
"624",12,"223",5
"625",12,"260",5
"626",12,"296",4
"627",12,"318",4
"628",12,"344",4
"629",12,"356",5
"630",12,"466",1.5
"631",12,"480",4
"632",12,"541",4
"633",12,"589",4.5
"634",12,"780",4.5
"635",12,"858",1
"636",12,"1090",4.5
"637",12,"1136",5
"638",12,"1196",5
"639",12,"1210",5
"640",12,"1221",1
"641",12,"1225",3
"642",12,"1233",3.5
"643",12,"1258",3.5
"644",12,"1265",4.5
"645",12,"1270",5
"646",12,"1527",5
"647",12,"1580",4.5
"648",12,"1721",4
"649",12,"1732",5
"650",12,"1917",3
"651",12,"2000",3.5
"652",12,"2011",5
"653",12,"2012",5
"654",12,"2324",5
"655",12,"2355",4.5
"656",12,"2571",4
"657",12,"2628",5
"658",12,"2716",4
"659",12,"2797",4
"660",12,"2959",4.5
"661",12,"3448",5
"662",12,"4027",5
"663",12,"4085",4
"664",12,"4306",5
"665",12,"4963",4
"666",12,"4993",5
"667",12,"5218",5
"668",12,"5378",5
"669",12,"5418",4
"670",12,"5952",5
"671",12,"6365",4
"672",12,"6539",4.5
"673",12,"7153",5
"674",12,"8874",5
"675",12,"33493",5
"676",12,"44191",5
"677",12,"48774",4
"678",12,"51662",0.5
"679",12,"54286",2.5
"680",12,"58559",4
"681",12,"60069",5
"682",12,"70286",5
"683",12,"72998",4
"684",13,"19",3
"685",13,"34",1.5
"686",13,"47",4.5
"687",13,"50",4.5
"688",13,"163",3
"689",13,"172",2
"690",13,"231",4
"691",13,"296",4.5
"692",13,"316",2
"693",13,"318",4.5
"694",13,"356",4
"695",13,"364",3
"696",13,"370",3.5
"697",13,"380",2
"698",13,"480",2.5
"699",13,"527",1.5
"700",13,"589",4
"701",13,"592",4
"702",13,"733",4
"703",13,"780",3
"704",13,"786",1
"705",13,"832",3.5
"706",13,"1089",4
"707",13,"1101",1
"708",13,"1148",4.5
"709",13,"1200",4
"710",13,"1206",2
"711",13,"1208",1
"712",13,"1214",3.5
"713",13,"1222",3
"714",13,"1320",3
"715",13,"1407",3
"716",13,"1485",2
"717",13,"1517",4
"718",13,"1573",4
"719",13,"1584",4
"720",13,"1608",1.5
"721",13,"1617",4
"722",13,"1625",4.5
"723",13,"1653",4.5
"724",13,"1676",3.5
"725",13,"1917",3.5
"726",13,"1954",2
"727",13,"2174",4
"728",13,"2291",4.5
"729",13,"2571",4.5
"730",13,"2617",1.5
"731",13,"2699",1
"732",13,"2700",4
"733",13,"2762",4
"734",13,"2791",4
"735",13,"2959",5
"736",13,"3052",4.5
"737",13,"3081",4
"738",13,"3114",4.5
"739",13,"4011",4.5
"740",13,"4022",2
"741",13,"4226",4.5
"742",13,"4306",4.5
"743",13,"4886",2.5
"744",13,"4963",4.5
"745",13,"4973",4.5
"746",13,"4993",3.5
"747",13,"4995",4.5
"748",13,"5952",3.5
"749",13,"6365",4
"750",13,"6502",4.5
"751",13,"6539",2
"752",13,"6874",4
"753",13,"6934",2.5
"754",13,"7147",5
"755",13,"8360",4
"756",13,"8961",4.5
"757",14,"527",5
"758",14,"1584",5
"759",14,"2324",5
"760",14,"3408",3
"761",14,"3578",0.5
"762",14,"3793",0.5
"763",14,"3948",0.5
"764",14,"4022",4
"765",14,"4306",0.5
"766",14,"4963",0.5
"767",14,"4993",0.5
"768",14,"4995",5
"769",14,"5349",0.5
"770",14,"5418",4
"771",14,"5816",0.5
"772",14,"5952",0.5
"773",14,"6333",0.5
"774",14,"6539",0.5
"775",14,"7143",4
"776",14,"7153",0.5
"777",14,"8360",0.5
"778",14,"8368",0.5
"779",14,"8636",0.5
"780",14,"8665",3
"781",14,"48516",4
"782",14,"49530",5
"783",14,"51662",0.5
"784",14,"56367",3.5
"785",14,"58559",0.5
"786",14,"63082",4
"787",14,"68157",3.5
"788",14,"69122",0.5
"789",14,"72998",0.5
"790",15,"5995",4
"791",15,"6539",4
"792",15,"8961",3.5
"793",15,"48780",4
"794",15,"49272",4
"795",15,"56367",3
"796",15,"58559",4
"797",15,"59315",4
"798",15,"63082",3.5
"799",15,"68954",4
"800",15,"72998",4
"801",15,"79132",5
"802",16,"19",3.5
"803",16,"260",4.5
"804",16,"296",4
"805",16,"527",4.5
"806",16,"1136",4.5
"807",16,"1196",4.5
"808",16,"1198",3.5
"809",16,"1201",4
"810",16,"1210",4.5
"811",16,"1282",4.5
"812",16,"1291",3.5
"813",16,"1653",4
"814",16,"2019",4
"815",16,"2571",4.5
"816",16,"2628",4.5
"817",16,"3000",5
"818",16,"4878",4
"819",16,"4896",4
"820",16,"4973",3.5
"821",16,"4993",5
"822",16,"5618",5
"823",16,"5952",5
"824",16,"5995",4.5
"825",16,"6365",4
"826",16,"6539",4
"827",16,"7153",4.5
"828",16,"48774",3.5
"829",16,"51662",3.5
"830",16,"56367",3
"831",16,"58559",3
"832",16,"59315",3
"833",16,"63082",4
"834",16,"68358",4.5
"835",16,"72998",4
"836",16,"79132",4
"837",17,"3",2.5
"838",17,"5",2.5
"839",17,"25",3.5
"840",17,"32",2.5
"841",17,"36",4.5
"842",17,"47",4.5
"843",17,"48",2.5
"844",17,"50",3.5
"845",17,"153",2.5
"846",17,"161",2.5
"847",17,"163",1.5
"848",17,"231",3.5
"849",17,"296",4
"850",17,"337",2.5
"851",17,"355",1
"852",17,"356",5
"853",17,"357",3.5
"854",17,"364",4.5
"855",17,"370",1.5
"856",17,"377",4.5
"857",17,"480",3
"858",17,"500",3.5
"859",17,"508",3.5
"860",17,"520",2.5
"861",17,"527",3
"862",17,"541",2.5
"863",17,"552",0.5
"864",17,"587",4.5
"865",17,"588",4
"866",17,"592",2.5
"867",17,"597",2.5
"868",17,"736",2.5
"869",17,"919",2
"870",17,"1090",1.5
"871",17,"1196",2.5
"872",17,"1214",1.5
"873",17,"1215",5
"874",17,"1262",2
"875",17,"1263",4.5
"876",17,"1380",1
"877",17,"1485",2.5
"878",17,"1500",2.5
"879",17,"1544",3
"880",17,"1580",3
"881",17,"1597",3.5
"882",17,"1617",3.5
"883",17,"1676",3
"884",17,"1682",3.5
"885",17,"1704",5
"886",17,"1729",4.5
"887",17,"1732",2.5
"888",17,"1923",3.5
"889",17,"1954",1.5
"890",17,"2005",3.5
"891",17,"2012",2.5
"892",17,"2028",2.5
"893",17,"2054",0.5
"894",17,"2078",3
"895",17,"2167",2.5
"896",17,"2194",4
"897",17,"2291",3
"898",17,"2355",3.5
"899",17,"2396",4
"900",17,"2407",3
"901",17,"2470",1
"902",17,"2640",1.5
"903",17,"2671",3.5
"904",17,"2700",2
"905",17,"2706",3.5
"906",17,"2712",3
"907",17,"2716",3
"908",17,"2762",4
"909",17,"2916",2.5
"910",17,"2985",2
"911",17,"3253",3.5
"912",17,"3421",3
"913",17,"3481",4.5
"914",17,"3623",2.5
"915",17,"3703",3
"916",17,"3793",1.5
"917",17,"3897",3
"918",17,"3948",4.5
"919",17,"3977",2.5
"920",17,"3996",2.5
"921",17,"4011",5
"922",17,"4034",3
"923",17,"4085",2
"924",17,"4226",3
"925",17,"4246",4
"926",17,"4306",4
"927",17,"4370",3.5
"928",17,"4878",3.5
"929",17,"4886",4.5
"930",17,"4979",5
"931",17,"4995",5
"932",17,"5060",1.5
"933",17,"5218",5
"934",17,"5349",3.5
"935",17,"5952",4
"936",17,"5989",5
"937",17,"6377",4.5
"938",17,"6711",4
"939",17,"6874",4
"940",17,"7143",1
"941",17,"7153",4
"942",17,"7438",4.5
"943",18,"50",4
"944",18,"260",3
"945",18,"593",3.5
"946",18,"858",4
"947",18,"1079",3.5
"948",18,"1196",3
"949",18,"1200",4
"950",18,"1213",3
"951",18,"1240",4
"952",18,"1682",3.5
"953",18,"1732",3.5
"954",18,"2571",4
"955",18,"2959",4
"956",18,"2997",3.5
"957",18,"4226",4
"958",18,"4973",4
"959",18,"4993",2
"960",18,"4995",3.5
"961",18,"5418",4
"962",18,"5669",4
"963",18,"5995",5
"964",18,"6016",4
"965",18,"7143",3.5
"966",18,"49272",3.5
"967",18,"54286",3.5
"968",18,"63082",4
"969",18,"68954",3
"970",18,"70286",4
"971",18,"79132",3.5
"972",19,"16",4
"973",19,"21",4
"974",19,"47",5
"975",19,"110",5
"976",19,"111",5
"977",19,"260",4
"978",19,"288",3
"979",19,"292",5
"980",19,"296",4
"981",19,"350",4
"982",19,"368",3
"983",19,"380",4
"984",19,"454",4
"985",19,"457",4
"986",19,"474",5
"987",19,"480",4
"988",19,"527",4
"989",19,"543",2
"990",19,"590",4
"991",19,"592",3
"992",19,"593",4
"993",19,"750",3
"994",19,"858",5
"995",19,"903",5
"996",19,"904",5
"997",19,"908",5
"998",19,"912",5
"999",19,"913",5
"1000",19,"920",5
"1001",19,"923",5
"1002",19,"969",5
"1003",19,"1036",4
"1004",19,"1080",2
"1005",19,"1090",4
"1006",19,"1127",4
"1007",19,"1136",4
"1008",19,"1198",4
"1009",19,"1200",3
"1010",19,"1201",4
"1011",19,"1203",4
"1012",19,"1207",5
"1013",19,"1208",2
"1014",19,"1213",4
"1015",19,"1214",3
"1016",19,"1219",5
"1017",19,"1221",4
"1018",19,"1233",4
"1019",19,"1234",4
"1020",19,"1247",4
"1021",19,"1249",5
"1022",19,"1250",4
"1023",19,"1252",5
"1024",19,"1262",4
"1025",19,"1263",4
"1026",19,"1266",4
"1027",19,"1270",5
"1028",19,"1276",4
"1029",19,"1278",4
"1030",19,"1291",4
"1031",19,"1304",4
"1032",19,"1343",3
"1033",19,"1387",5
"1034",19,"1544",2
"1035",19,"1552",2
"1036",19,"1610",4
"1037",19,"1617",5
"1038",19,"1674",4
"1039",19,"1729",4
"1040",19,"1954",4
"1041",19,"1968",3
"1042",19,"2000",4
"1043",19,"2011",3
"1044",19,"2023",2
"1045",19,"2115",3
"1046",19,"2194",4
"1047",19,"2268",4
"1048",19,"2406",4
"1049",19,"2470",4
"1050",19,"2529",4
"1051",19,"2617",1
"1052",19,"2640",3
"1053",19,"2701",3
"1054",19,"2985",5
"1055",19,"3671",3
"1056",19,"5060",4
"1057",20,"3",2
"1058",20,"19",2
"1059",20,"21",2
"1060",20,"34",4
"1061",20,"104",4
"1062",20,"141",3
"1063",20,"231",5
"1064",20,"339",4
"1065",20,"344",4
"1066",20,"356",5
"1067",20,"357",3
"1068",20,"367",2
"1069",20,"370",1
"1070",20,"380",3
"1071",20,"410",2
"1072",20,"435",1
"1073",20,"440",3
"1074",20,"466",3
"1075",20,"500",2
"1076",20,"520",3
"1077",20,"539",4
"1078",20,"543",3
"1079",20,"586",3
"1080",20,"587",3
"1081",20,"784",2
"1082",20,"785",3
"1083",20,"852",2
"1084",20,"908",4
"1085",20,"1028",4
"1086",20,"1073",4
"1087",20,"1079",3
"1088",20,"1080",3
"1089",20,"1136",5
"1090",20,"1197",2
"1091",20,"1220",3
"1092",20,"1259",3
"1093",20,"1265",4
"1094",20,"1270",4
"1095",20,"1276",3
"1096",20,"1288",2
"1097",20,"1307",5
"1098",20,"1377",3
"1099",20,"1380",4
"1100",20,"1391",2
"1101",20,"1394",3
"1102",20,"1485",3
"1103",20,"1517",3
"1104",20,"1641",4
"1105",20,"1777",2
"1106",20,"1784",5
"1107",20,"1923",3
"1108",20,"1968",3
"1109",20,"2000",4
"1110",20,"2001",3
"1111",20,"2011",3
"1112",20,"2012",2
"1113",20,"2054",3
"1114",20,"2078",3
"1115",20,"2080",4
"1116",20,"2081",3
"1117",20,"2100",3
"1118",20,"2174",2
"1119",20,"2302",3
"1120",20,"2321",2
"1121",20,"2406",2
"1122",20,"2407",2
"1123",20,"2470",3
"1124",21,"1",3
"1125",21,"10",3
"1126",21,"17",4
"1127",21,"34",4
"1128",21,"39",4
"1129",21,"95",2
"1130",21,"141",3
"1131",21,"150",5
"1132",21,"153",2
"1133",21,"161",3
"1134",21,"260",5
"1135",21,"266",1
"1136",21,"318",4
"1137",21,"339",4
"1138",21,"349",3
"1139",21,"350",2
"1140",21,"356",3
"1141",21,"364",4
"1142",21,"368",4
"1143",21,"377",4
"1144",21,"380",3
"1145",21,"440",3
"1146",21,"457",5
"1147",21,"474",3
"1148",21,"494",3
"1149",21,"497",4
"1150",21,"527",4
"1151",21,"541",4
"1152",21,"553",4
"1153",21,"588",5
"1154",21,"589",4
"1155",21,"592",3
"1156",21,"593",4
"1157",21,"595",3
"1158",21,"708",4
"1159",21,"733",4
"1160",21,"750",3
"1161",21,"780",5
"1162",21,"785",1
"1163",21,"786",2
"1164",21,"802",3
"1165",21,"805",5
"1166",21,"832",4
"1167",21,"852",3
"1168",21,"903",4
"1169",21,"904",4
"1170",21,"912",4
"1171",21,"920",3
"1172",21,"924",4
"1173",21,"953",5
"1174",21,"969",4
"1175",21,"1036",3
"1176",21,"1047",2
"1177",21,"1073",2
"1178",21,"1079",5
"1179",21,"1080",5
"1180",21,"1090",4
"1181",21,"1097",4
"1182",21,"1101",4
"1183",21,"1136",4
"1184",21,"1193",4
"1185",21,"1196",4
"1186",21,"1197",3
"1187",21,"1198",5
"1188",21,"1200",4
"1189",21,"1201",3
"1190",21,"1206",2
"1191",21,"1207",5
"1192",21,"1208",3
"1193",21,"1210",3
"1194",21,"1220",4
"1195",21,"1222",2
"1196",21,"1233",3
"1197",21,"1234",5
"1198",21,"1240",4
"1199",21,"1247",4
"1200",21,"1258",4
"1201",21,"1259",4
"1202",21,"1265",4
"1203",21,"1266",4
"1204",21,"1270",4
"1205",21,"1275",1
"1206",21,"1278",3
"1207",21,"1285",4
"1208",21,"1288",5
"1209",21,"1304",3
"1210",21,"1307",5
"1211",21,"1343",4
"1212",21,"1356",4
"1213",21,"1374",3
"1214",21,"1375",2
"1215",21,"1376",4
"1216",21,"1377",1
"1217",21,"1387",4
"1218",21,"1393",4
"1219",21,"1394",2
"1220",21,"1396",3
"1221",21,"1479",4
"1222",21,"1527",2
"1223",21,"1552",3
"1224",21,"1580",4
"1225",21,"1584",5
"1226",21,"1610",4
"1227",21,"1722",4
"1228",22,"1",4
"1229",22,"2",4
"1230",22,"6",4
"1231",22,"7",2
"1232",22,"10",4
"1233",22,"11",3
"1234",22,"16",3
"1235",22,"19",3
"1236",22,"21",4
"1237",22,"32",4
"1238",22,"36",1
"1239",22,"39",3
"1240",22,"47",4
"1241",22,"48",3
"1242",22,"50",4
"1243",22,"70",3
"1244",22,"95",3
"1245",22,"110",3
"1246",22,"141",3
"1247",22,"145",3
"1248",22,"150",3
"1249",22,"151",3
"1250",22,"153",2
"1251",22,"158",3
